NAME,CLUB,LEAGUE,POSITION,TIER
Liu Jian,Beijing Renhe,China Super League,CB,Bronze
Gary MacKenzie,St. Mirren,Scotland Premiership,CB,Bronze
Craig Mackail-Smith,Wycombe Wanderers,England EFL League One,ST,Bronze
Cezary Stefańczyk,Wisła Płock,Poland Ekstraklasa,RB,Bronze
Boris Rotenberg,Lokomotiv Moskva,Russia FUT League,RB,Bronze
Mark McChrystal,Derry City,Rep. Ireland Airtricity League,CB,Bronze
Craig Woodman,Exeter City,England EFL League Two,LB,Bronze
Marc Richards,Cambridge United,England EFL League Two,ST,Bronze
Don Cowie,Ross County FC,Scotland Premiership,RM,Bronze
Chris Porter,Crewe Alexandra,England EFL League Two,ST,Bronze
Aaron Wilbraham,Rochdale,England EFL League One,ST,Bronze
Callum Slattery,Southampton,England Premier League,CAM,Bronze
Mahdi Camara,AS Saint-Étienne,France Ligue 1,CM,Bronze
Francisco Sierralta,Udinese,Italy Serie A,RB,Bronze
Florian Baak,Hertha BSC,Germany 1. Bundesliga,CB,Bronze
Ibrahim Cissé,Angers SCO,France Ligue 1,CB,Bronze
Leandro Barreiro Martins,1. FSV Mainz 05,Germany 1. Bundesliga,CM,Bronze
Luca Matarese,Frosinone,Italy Serie B,LW,Bronze
David Otto,1. FC Heidenheim,Germany 2. Bundesliga,ST,Bronze
Burak Albayrak,Çaykur Rizespor,Turkey Süper Lig,CB,Bronze
Patrick Vroegh,Vitesse,Holland Eredivisie,CM,Bronze
Salvatore Esposito,Chievo Verona,Italy Serie B,CM,Bronze
Thomas Garcia,Paris FC,France Ligue 2,RB,Bronze
Lorenzo Gavioli,Venezia,Italy Serie B,CM,Bronze
Brayton Vázquez,Atlas,Mexico Liga MX,CB,Bronze
Robert Moldoveanu,Dinamo Bucureşti,Romania Liga I,LM,Bronze
Paulinho,FC Midtjylland,Denmark Superliga,LWB,Bronze
Juan Pablo Ruiz Gomez,Central Córdoba,Argentina Primera División ,ST,Bronze
Alexandru Țigănașu,FC Botoşani,Romania Liga I,LB,Bronze
Niklas Tarnat,Hannover 96,Germany 2. Bundesliga,CDM,Bronze
Varol Tasar,Servette FC,Switzerland Super League,LM,Bronze
Allahyar Sayyadmanesh,Fenerbahçe,Turkey Süper Lig,ST,Bronze
Murat Saglam,Fenerbahçe,Turkey Süper Lig,RB,Bronze
Aidan Fitzpatrick,Norwich City,England Premier League,RM,Bronze
Gary Magnée,Eupen,Belgium Jupiler Pro League,RB,Bronze
Ateef Konaté,Havre AC,France Ligue 2,CAM,Bronze
Hamza Saghiri,Viktoria Köln,Germany 3. Liga,CDM,Bronze
Matthias Puschl,SCR Altach,Austria Bundesliga,LM,Bronze
Christian Kinsombi,KFC Uerdingen 05,Germany 3. Liga,LM,Bronze
Arnold Budimbu,MSV Duisburg,Germany 3. Liga,RM,Bronze
Yassin Ben Balla,MSV Duisburg,Germany 3. Liga,CDM,Bronze
Maurice Malone,FC Augsburg,Germany 1. Bundesliga,ST,Bronze
Fabian Kunze,Arminia Bielefeld,Germany 2. Bundesliga,CDM,Bronze
Tom Krauß,RB Leipzig,Germany 1. Bundesliga,CM,Bronze
Suheyel Najar,Viktoria Köln,Germany 3. Liga,RM,Bronze
Emir Azemović,Raków Częstochowa,Poland Ekstraklasa,CB,Bronze
Jan-Luca Rumpf,SC Paderborn 07,Germany 1. Bundesliga,CB,Bronze
Kamil Antonik,Arka Gdynia,Poland Ekstraklasa,RM,Bronze
Tom Grivosti,Ross County FC,Scotland Premiership,CB,Bronze
Philipp Nsiah,Academica Clinceni,Romania Liga I,ST,Bronze
Adrien Lebeau,RC Strasbourg,France Ligue 1,CAM,Bronze
Adrian Șut,Academica Clinceni,Romania Liga I,CM,Bronze
Cătălin Găină,Academica Clinceni,Romania Liga I,CB,Bronze
Andrei Răuță,Academica Clinceni,Romania Liga I,CB,Bronze
Daniel Novac,Chindia Târgovişte,Romania Liga I,CM,Bronze
Vadim Rață,Chindia Târgovişte,Romania Liga I,CDM,Bronze
Cornel Dinu,Chindia Târgovişte,Romania Liga I,LB,Bronze
Sirlord Conteh,1. FC Magdeburg,Germany 3. Liga,RM,Bronze
José Gragera,Real Sporting de Gijón,Spain Segunda A,CM,Bronze
Anthony Roczen,1. FC Magdeburg,Germany 3. Liga,ST,Bronze
Leon Bell Bell,1. FC Magdeburg,Germany 3. Liga,CF,Bronze
Alexander Nollenberger,Bayern München II,Germany 3. Liga,LM,Bronze
Okan Erdogan,Preußen Münster,Germany 3. Liga,CB,Bronze
Nils Blumberg,Chemnitzer FC,Germany 3. Liga,RM,Bronze
Jari Koenraat,RKC Waalwijk,Holland Eredivisie,RW,Bronze
Nicholas Wunsch,Rapid Wien,Austria Bundesliga,CAM,Bronze
Simon Straudi,Werder Bremen,Germany 1. Bundesliga,RM,Bronze
Michee Ngalina,Philadelphia Union,USA Major League Soccer,ST,Bronze
Cătălin Itu,CFR Cluj,Romania Liga I,CM,Bronze
Mete Çelik,SV Waldhof Mannheim,Germany 3. Liga,LB,Bronze
Ariel Uribe,Monarcas Morelia,Mexico Liga MX,CAM,Bronze
Naoufal Bannis,Feyenoord,Holland Eredivisie,ST,Bronze
Isaac Atanga,FC Nordsjælland,Denmark Superliga,RW,Bronze
Pavel Maslov,Spartak Moskva,Russia FUT League,RB,Bronze
Diego González,O'Higgins,Chile Campeonato Nacional Scotiabank,CM,Bronze
George Ganea,FC Viitorul,Romania Liga I,ST,Bronze
Narcis Bădic,Politehnica Iaşi,Romania Liga I,LB,Bronze
Javi Navarro,Cádiz CF,Spain Segunda A,LM,Bronze
Răzvan Dâlbea,FC Hermannstadt,Romania Liga I,CM,Bronze
Marian Pleașcă,Gaz Metan Mediaş,Romania Liga I,RB,Bronze
Ștefan Vlădoiu,Universitatea Craiova,Romania Liga I,RB,Bronze
Nando Nöstlinger,RKC Waalwijk,Holland Eredivisie,CAM,Bronze
Michael Olise,Reading,England EFL Championship,CAM,Bronze
Julian Araujo,Los Angeles Galaxy,USA Major League Soccer,RB,Bronze
Konan N'Dri,Eupen,Belgium Jupiler Pro League,ST,Bronze
Lassana N'Diaye,CSKA Moskva,Russia FUT League,ST,Bronze
Justin Portillo,Real Salt Lake,USA Major League Soccer,CM,Bronze
Dani García,Albacete Balompié,Spain Segunda A,CM,Bronze
Marcos Isla,CD Numancia,Spain Segunda A,CB,Bronze
Sean Nealis,New York Red Bulls,USA Major League Soccer,CB,Bronze
Abdul Rwatubyaye,Colorado Rapids,USA Major League Soccer,CB,Bronze
Andre Shinyashiki,Colorado Rapids,USA Major League Soccer,ST,Bronze
Anders Jenssen,Tromsø IL,Norway Eliteserien,CB,Bronze
Diego Carrasco,Deportes Ñuñoa,Chile Campeonato Nacional Scotiabank,CB,Bronze
Liu Yi,Wuhan Zall,China Super League,CB,Bronze
Kwame Kizito,BK Häcken,Sweden Allsvenskan,ST,Bronze
Víctor Ruiz,FC St. Gallen,Switzerland Super League,CAM,Bronze
Júnior Brumado,FC Midtjylland,Denmark Superliga,ST,Bronze
Ivar Sollie Rønning,Ranheim Fotball,Norway Eliteserien,ST,Bronze
Antonio Jonjic,1. FC Kaiserslautern,Germany 3. Liga,RM,Bronze
Sebastián Pedroza,Independiente Santa Fe,Colombia Liga Aguila,CDM,Bronze
Louka Prip,AC Horsens,Denmark Superliga,LM,Bronze
Mohammed Khalfan,Al Ain FC,Rest of World,LM,Bronze
Nazmi Albadawi,FC Cincinnati,USA Major League Soccer,CAM,Bronze
Philimon Tawiah,SC Paderborn 07,Germany 1. Bundesliga,LB,Bronze
Fredrik Sjølstad,Molde FK,Norway Eliteserien,CM,Bronze
Gianluca Gaetano,Napoli,Italy Serie A,CAM,Bronze
Odilon Kossounou,Club Brugge,Belgium Jupiler Pro League,CB,Bronze
Enzo Díaz,Talleres de Córdoba,Argentina Primera División ,CB,Bronze
Johannes Bühler,Fortuna Düsseldorf,Germany 1. Bundesliga,RM,Bronze
DeJuan Jones,New England Revolution,USA Major League Soccer,LM,Bronze
Héber García,Curicó Unido,Chile Campeonato Nacional Scotiabank,LW,Bronze
Saud Abdulhamid,Al Ittihad,Saudi Dawry Jameel League,RB,Bronze
Ryosuke Tone,Oita Trinita,Japan J1 League,CB,Bronze
Vinni Triboulet,AS Nancy,France Ligue 2,ST,Bronze
Kévin Cabral,Valenciennes FC,France Ligue 2,LM,Bronze
Tobias Englund,Falkenbergs FF,Sweden Allsvenskan,LB,Bronze
Antonis Aidonis,VfB Stuttgart,Germany 2. Bundesliga,CB,Bronze
César Huerta,Guadalajara,Mexico Liga MX,ST,Bronze
Kayne Ramsay,Southampton,England Premier League,RB,Bronze
Daishawn Redan,Hertha BSC,Germany 1. Bundesliga,ST,Bronze
Benjamin Goller,Werder Bremen,Germany 1. Bundesliga,RW,Bronze
Itaitinga,FC Sion,Switzerland Super League,ST,Bronze
Diego Rosales,U.N.A.M.,Mexico Liga MX,RB,Bronze
Gustav Henriksson,IF Elfsborg,Sweden Allsvenskan,CB,Bronze
Jordan Murray,Central Coast Mariners,Australia Hyundai A-League,ST,Bronze
Yazeed Al Bakr,Al Ahli,Saudi Dawry Jameel League,RB,Bronze
Martín Aruga,Patronato,Argentina Primera División ,LB,Bronze
Hugo Daza,Jaguares de Córdoba,Colombia Liga Aguila,LB,Bronze
Nathan Wood,Middlesbrough,England EFL Championship,CB,Bronze
Clément Bayiha,Montreal Impact,USA Major League Soccer,RW,Bronze
Yuta Taki,Shimizu S-Pulse,Japan J1 League,CF,Bronze
Amadou Ciss,Fortuna Sittard,Holland Eredivisie,CM,Bronze
Saif Al Qeshtah,Al Hazem,Saudi Dawry Jameel League,CB,Bronze
Bastián Yáñez,Unión Española,Chile Campeonato Nacional Scotiabank,LM,Bronze
Mathieu Choinière,Montreal Impact,USA Major League Soccer,LW,Bronze
Kazuki Anzai,Sagan Tosu,Japan J1 League,RB,Bronze
Jonathan Suárez,Gallos Blancos de Querétaro,Mexico Liga MX,RM,Bronze
Idekel Domínguez,U.N.A.M.,Mexico Liga MX,LB,Bronze
Hamza Masoudi,Sint-Truiden,Belgium Jupiler Pro League,CAM,Bronze
Stefan Perić,Wolfsberger AC,Austria Bundesliga,CB,Bronze
Hugo Magnetti,Stade Brestois 29,France Ligue 1,CM,Bronze
Pietro Di Nardo,Neuchâtel Xamax,Switzerland Super League,CDM,Bronze
Martin Erlić,Spezia,Italy Serie B,CB,Bronze
Edwin Cerna,Tigres U.A.N.L.,Mexico Liga MX,LW,Bronze
Juan Sánchez Purata,Tigres U.A.N.L.,Mexico Liga MX,CB,Bronze
Jürgen Heil,TSV Hartberg,Austria Bundesliga,RM,Bronze
Ashley Nathaniel-George,Crawley Town,England EFL League Two,LM,Bronze
Fahd El Khoumisti,US Orléans,France Ligue 2,ST,Bronze
Sebastian Milewski,Piast Gliwice,Poland Ekstraklasa,CDM,Bronze
Sebastian Mailat,CFR Cluj,Romania Liga I,LM,Bronze
Philipp Harant,1. FC Magdeburg,Germany 3. Liga,CB,Bronze
Moussa Djitté,Grenoble Foot 38,France Ligue 2,ST,Bronze
Herbert Paul,TSV 1860 München,Germany 3. Liga,RB,Bronze
Necirwan Khalil Mohammad,KFC Uerdingen 05,Germany 3. Liga,CDM,Bronze
Arbenit Xhemajli,Neuchâtel Xamax,Switzerland Super League,CB,Bronze
Tobias Reithmeir,1. FC Heidenheim,Germany 2. Bundesliga,CB,Bronze
Cody Cooke,St. Mirren,Scotland Premiership,ST,Bronze
Benjamin Kindsvater,TSV 1860 München,Germany 3. Liga,LM,Bronze
Warren Tchimbembé,ESTAC Troyes,France Ligue 2,RM,Bronze
Reece Hutchinson,Burton Albion,England EFL League One,LB,Bronze
Scott Wilson,Oldham Athletic,England EFL League Two,ST,Bronze
Armand Laurienté,Stade Rennais,France Ligue 1,RM,Bronze
Jonathan Meier,1. FSV Mainz 05,Germany 1. Bundesliga,LB,Bronze
Alexis Gamboa,Waasland-Beveren,Belgium Jupiler Pro League,CB,Bronze
Lucas Perrin,Olympique de Marseille,France Ligue 1,CB,Bronze
Fatih Kaya,FC Ingolstadt 04,Germany 3. Liga,ST,Bronze
Nils Fröling,Kalmar FF,Sweden Allsvenskan,ST,Bronze
Lorenzo Gonzalez,Manchester City,England Premier League,ST,Bronze
Olivier Mbaizo,Philadelphia Union,USA Major League Soccer,RB,Bronze
Przemysław Wiśniewski,Górnik Zabrze,Poland Ekstraklasa,CB,Bronze
Julian Guttau,Hallescher FC,Germany 3. Liga,LM,Bronze
Elliot Collier,Chicago Fire,USA Major League Soccer,RM,Bronze
Sebastián Palma,Once Caldas,Colombia Liga Aguila,CB,Bronze
Agustín Aleo,Godoy Cruz,Argentina Primera División ,LB,Bronze
Ma Xingyu,Henan Jianye,China Super League,CM,Bronze
Peter Godly Michael,Vålerenga,Norway Eliteserien,ST,Bronze
Jannik Borgmann,Preußen Münster,Germany 3. Liga,CB,Bronze
Niklas Strunck,FC Groningen,Holland Eredivisie,CM,Bronze
Keisuke Saka,Shonan Bellmare,Japan J1 League,CB,Bronze
Federico Arbeláez,Independiente Santa Fe,Colombia Liga Aguila,LB,Bronze
Kennet Lara,Curicó Unido,Chile Campeonato Nacional Scotiabank,LB,Bronze
David Henriquez,Universidad Católica,Chile Campeonato Nacional Scotiabank,RW,Bronze
Park Jun Hyeong,Suwon Bluewings,Korea K-League Classic,CB,Bronze
Curtis Jones,Liverpool,England Premier League,CM,Bronze
Andy Irving,Heart of Midlothian,Scotland Premiership,CM,Bronze
Jamie Lennon,St. Patrick's Athletic,Rep. Ireland Airtricity League,CDM,Bronze
Alfons Amade,Eintracht Braunschweig,Germany 3. Liga,RWB,Bronze
Endre Kupen,FK Bodø/Glimt,Norway Eliteserien,ST,Bronze
Wilson Piñones,Deportes Iquique,Chile Campeonato Nacional Scotiabank,LB,Bronze
Ahmed Al Fiqi,Al Hilal,Saudi Dawry Jameel League,RM,Bronze
Daiki Sugioka,Shonan Bellmare,Japan J1 League,LM,Bronze
Mateo Retegui,Estudiantes de La Plata,Argentina Primera División ,ST,Bronze
Kevin Gutiérrez,Godoy Cruz,Argentina Primera División ,CM,Bronze
Mats van Kins,ADO Den Haag,Holland Eredivisie,CAM,Bronze
Jacob Italiano,Borussia M'gladbach,Germany 1. Bundesliga,LM,Bronze
Chen Binbin,Shanghai SIPG,China Super League,LW,Bronze
Ayo Akinola,Toronto FC,USA Major League Soccer,ST,Bronze
Erdon Daci,Atiker Konyaspor,Turkey Süper Lig,ST,Bronze
Daniel Meredith,West Bromwich Albion,England EFL Championship,RB,Bronze
Rayhaan Tulloch,West Bromwich Albion,England EFL Championship,ST,Bronze
Zhang Cheng,Tianjin Quanjian,China Super League,RB,Bronze
Luis Díaz,CD Lugo,Spain Segunda A,CM,Bronze
Ryan Strain,Adelaide United,Australia Hyundai A-League,RB,Bronze
Emanuele Cicerelli,Salernitana,Italy Serie B,LW,Bronze
Michael Lercher,SV Mattersburg,Austria Bundesliga,LB,Bronze
Diego Pampín,RC Celta de Vigo,Spain Primera Division,LB,Bronze
Keanan Bennetts,Borussia M'gladbach,Germany 1. Bundesliga,LM,Bronze
Roberto de la Rosa,Pachuca,Mexico Liga MX,ST,Bronze
Nathaniel Phillips,VfB Stuttgart,Germany 2. Bundesliga,CB,Bronze
George Johnston,Feyenoord,Holland Eredivisie,CB,Bronze
Prendes,UD Almería,Spain Segunda A,CB,Bronze
Sambou Sissoko,Stade de Reims,France Ligue 1,CDM,Bronze
Aleksandar Vucenovic,SKN St. Pölten,Austria Bundesliga,ST,Bronze
Rayco,CD Lugo,Spain Segunda A,CAM,Bronze
Jan Niklas Beste,FC Emmen,Holland Eredivisie,LB,Bronze
Bryan Figueroa,Audax Italiano,Chile Campeonato Nacional Scotiabank,CAM,Bronze
Mathias Haarup,Hobro IK,Denmark Superliga,LB,Bronze
Babacar Dione,Mouscron,Belgium Jupiler Pro League,LW,Bronze
Atalay Babacan,Galatasaray,Turkey Süper Lig,CAM,Bronze
Salvador Reyes,Monarcas Morelia,Mexico Liga MX,LM,Bronze
Sebastian Klaas,VfL Osnabrück,Germany 2. Bundesliga,CAM,Bronze
Danny Lloyd,Salford City,England EFL League Two,LM,Bronze
Mohammed Sayed Al Dhaw,Al Fateh,Saudi Dawry Jameel League,RM,Bronze
Fabian Senninger,Hannover 96,Germany 2. Bundesliga,LB,Bronze
Michele Currarino,Chiavari,Italy Serie B,CF,Bronze
Nicolò Casale,Venezia,Italy Serie B,CB,Bronze
Nicolás Fernández,Audax Italiano,Chile Campeonato Nacional Scotiabank,RM,Bronze
Kyle Taylor,Bournemouth,England Premier League,CAM,Bronze
Alan Cervantes,Guadalajara,Mexico Liga MX,CDM,Bronze
Justin Schau,FC Carl Zeiss Jena,Germany 3. Liga,RM,Bronze
Meris Skenderović,FC Carl Zeiss Jena,Germany 3. Liga,ST,Bronze
Diego Urzúa,Curicó Unido,Chile Campeonato Nacional Scotiabank,CAM,Bronze
Filip Piszczek,Cracovia Kraków,Poland Ekstraklasa,ST,Bronze
Mohammed Al Baqawi,Al Shabab,Saudi Dawry Jameel League,RB,Bronze
Davud Tuma,Chemnitzer FC,Germany 3. Liga,LM,Bronze
Omar Hawsawi,Al Hazem,Saudi Dawry Jameel League,CB,Bronze
Theo Archibald,Macclesfield Town,England EFL League Two,RM,Bronze
Thore Jacobsen,1. FC Magdeburg,Germany 3. Liga,LB,Bronze
Marcel Hofrath,SV Waldhof Mannheim,Germany 3. Liga,LB,Bronze
Élie Youan,FC Nantes,France Ligue 1,ST,Bronze
Aramide Oteh,Queens Park Rangers,England EFL Championship,ST,Bronze
Mike Feigenspan,Eintracht Braunschweig,Germany 3. Liga,RW,Bronze
Moutir Chajia,Ascoli,Italy Serie B,CF,Bronze
Raphael Obermair,FC Carl Zeiss Jena,Germany 3. Liga,RM,Bronze
Kyosuke Tagawa,F.C. Tokyo,Japan J1 League,ST,Bronze
Ayman Al Khulaif,Al Wehda,Saudi Dawry Jameel League,RM,Bronze
Conor Gallagher,Charlton Athletic,England EFL Championship,CM,Bronze
Wang Wei,Shanghai Greenland Shenhua,China Super League,LM,Bronze
Li Peng,Shanghai Greenland Shenhua,China Super League,CB,Bronze
Hikmet Ciftci,Erzgebirge Aue,Germany 2. Bundesliga,CM,Bronze
Ammar Al Najjar,Abha Club,Saudi Dawry Jameel League,RM,Bronze
Abdulrahman Al Obud,Al Ittihad,Saudi Dawry Jameel League,LM,Bronze
Teruki Hara,Sagan Tosu,Japan J1 League,RB,Bronze
Takahiro Iida,Shimizu S-Pulse,Japan J1 League,RB,Bronze
Lamine Sherif,Accrington Stanley,England EFL League One,CDM,Bronze
Nathan Holland,West Ham United,England Premier League,LM,Bronze
Efraín Orona,Pachuca,Mexico Liga MX,CB,Bronze
Alexandru Paşcanu,Leicester City,England Premier League,CB,Bronze
Dennis Lippert,1. FC Nürnberg,Germany 2. Bundesliga,LB,Bronze
Diego Barbosa,Atlas,Mexico Liga MX,RB,Bronze
Yulian Gómez,Unión Magdalena,Colombia Liga Aguila,LB,Bronze
Jordan Williams,Barnsley,England EFL Championship,RB,Bronze
Thibaud Verlinden,Stoke City,England EFL Championship,RW,Bronze
Alfie May,Doncaster Rovers,England EFL League One,ST,Bronze
Roman Macek,FC Lugano,Switzerland Super League,CM,Bronze
Henry Wingo,Molde FK,Norway Eliteserien,RM,Bronze
Cohen Bramall,Colchester United,England EFL League Two,LB,Bronze
Ludvig Fritzson,Östersunds FK,Sweden Allsvenskan,CM,Bronze
Gaëtan Weissbeck,FC Sochaux,France Ligue 2,CAM,Bronze
Lee Seung Mo,Pohang Steelers,Korea K-League Classic,CDM,Bronze
Ferid Ali,AFC Eskilstuna,Sweden Allsvenskan,RM,Bronze
Chidi Omeje,GIF Sundsvall,Sweden Allsvenskan,ST,Bronze
Kim Bo Seop,Incheon United,Korea K-League Classic,ST,Bronze
Paweł Tomczyk,Lech Poznań,Poland Ekstraklasa,ST,Bronze
Jairo Torres,Atlas,Mexico Liga MX,LM,Bronze
Sondre Sørli,Kristiansund BK,Norway Eliteserien,LM,Bronze
Brian Koglin,1. FC Magdeburg,Germany 3. Liga,CB,Bronze
Johnny Koutroumbis,Newcastle Jets,Australia Hyundai A-League,RB,Bronze
Laurent Lemoine,KV Mechelen,Belgium Jupiler Pro League,CB,Bronze
Markus André Kaasa,Odds Ballklubb,Norway Eliteserien,CM,Bronze
Sandro Kulenović,Legia Warszawa,Poland Ekstraklasa,ST,Bronze
Connor Wood,Bradford City,England EFL League Two,LB,Bronze
Dylan Watts,Shamrock Rovers,Rep. Ireland Airtricity League,CM,Bronze
Jayson Molumby,Millwall,England EFL Championship,CM,Bronze
Maurício Cortés,Independiente Medellín,Colombia Liga Aguila,RM,Bronze
Evans Mensah,HJK Helsinki,Finland Veikkausliiga,LW,Bronze
Denver Hume,Sunderland,England EFL League One,LB,Bronze
Kyle Duncan,New York Red Bulls,USA Major League Soccer,RB,Bronze
Alfredo Bifulco,Napoli,Italy Serie A,RM,Bronze
Vladimir Golemić,Crotone,Italy Serie B,CB,Bronze
Sam Schreck,FC Groningen,Holland Eredivisie,CAM,Bronze
Daan Heymans,Waasland-Beveren,Belgium Jupiler Pro League,CAM,Bronze
Ben Fox,Burton Albion,England EFL League One,CDM,Bronze
Bright Gyamfi,Benevento,Italy Serie B,RB,Bronze
Christoph Daferner,Erzgebirge Aue,Germany 2. Bundesliga,ST,Bronze
Layton Ndukwu,Southend United,England EFL League One,RM,Bronze
Magnus Christensen,Aalborg BK,Denmark Superliga,CM,Bronze
Cameron Pring,Walsall,England EFL League Two,LWB,Bronze
Szymon Lewicki,Raków Częstochowa,Poland Ekstraklasa,ST,Bronze
Eliseo Falcón,Levante UD,Spain Primera Division,CB,Bronze
Jordan Lotomba,BSC Young Boys,Switzerland Super League,LB,Bronze
Sondre Solholm Johansen,Mjøndalen IF,Norway Eliteserien,CB,Bronze
Sami Can Keskin,Gazişehir Gaziantep F.K.,Turkey Süper Lig,LB,Bronze
Joshua Bitter,MSV Duisburg,Germany 3. Liga,RB,Bronze
Yeon Je Woon,Seongnam FC,Korea K-League Classic,CB,Bronze
Niall Ennis,Doncaster Rovers,England EFL League One,ST,Bronze
Majed Kanabah,Al Fateh,Saudi Dawry Jameel League,CDM,Bronze
John Salas,Coquimbo Unido,Chile Campeonato Nacional Scotiabank,RB,Bronze
Kiichi Yajima,F.C. Tokyo,Japan J1 League,ST,Bronze
Huang Zhengyu,Guangzhou R&F,China Super League,CB,Bronze
Jeong Dong Yun,Incheon United,Korea K-League Classic,RB,Bronze
Shane McLoughlin,AFC Wimbledon,England EFL League One,CAM,Bronze
Jacob Maddox,Tranmere Rovers,England EFL League One,CAM,Bronze
So Fujitani,Vissel Kobe,Japan J1 League,RB,Bronze
Taro Sugimoto,Matsumoto Yamaga,Japan J1 League,LM,Bronze
Fahad Ghazi,Al Shabab,Saudi Dawry Jameel League,LB,Bronze
Nathan Broadhead,Burton Albion,England EFL League One,LW,Bronze
Ryo Takahashi,Matsumoto Yamaga,Japan J1 League,LM,Bronze
Diallang Jaiyesimi,Swindon Town,England EFL League Two,LM,Bronze
Ryotaro Ito,Oita Trinita,Japan J1 League,CAM,Bronze
Camilo Moya,Deportes Ñuñoa,Chile Campeonato Nacional Scotiabank,CDM,Bronze
Anton Donkor,FC Carl Zeiss Jena,Germany 3. Liga,LM,Bronze
Salvador Cordero,Deportes Antofagasta,Chile Campeonato Nacional Scotiabank,LB,Bronze
Ko Tae Won,Sangju Sangmu,Korea K-League Classic,CB,Bronze
Dzenis Kozica,AFC Eskilstuna,Sweden Allsvenskan,ST,Bronze
Conor Masterson,Queens Park Rangers,England EFL Championship,CB,Bronze
Ruon Tongyik,Central Coast Mariners,Australia Hyundai A-League,CB,Bronze
Josh Barrett,Reading,England EFL Championship,LM,Bronze
Arnel Jakupović,Empoli,Italy Serie B,ST,Bronze
Erick Montaño,Once Caldas,Colombia Liga Aguila,CDM,Bronze
Kevin Sibille,Núñez,Argentina Primera División ,CB,Bronze
Bassala Sambou,Fortuna Sittard,Holland Eredivisie,ST,Bronze
David Cortés,Jaguares de Córdoba,Colombia Liga Aguila,ST,Bronze
Robbie McKenzie,Hull City,England EFL Championship,CB,Bronze
Erwan Maury,Rodez Aveyron Football,France Ligue 2,CDM,Bronze
Tobias Svendsen,Molde FK,Norway Eliteserien,CM,Bronze
Fabian Benko,LASK,Austria Bundesliga,CAM,Bronze
Marco Weymans,Östersunds FK,Sweden Allsvenskan,LWB,Bronze
Brandon Wilson,Perth Glory,Australia Hyundai A-League,CM,Bronze
Corey Blackett-Taylor,Tranmere Rovers,England EFL League One,LW,Bronze
Regan Charles-Cook,Gillingham,England EFL League One,CAM,Bronze
Erlend Dahl Reitan,FK Bodø/Glimt,Norway Eliteserien,RB,Bronze
Alex Pattison,Wycombe Wanderers,England EFL League One,CM,Bronze
Harry Souttar,Fleetwood Town,England EFL League One,CB,Bronze
